"COMID","urban","forest","wetland","agrc","shrub","turban","tforest","twetland","tagrc","tshrub"
"23100110",5.89,7.27,6.74,0,79.92,5.56,55.31,1.18,0,35.91
"23100112",3.88,22.25,0.75,0,73.11,5.51,61.94,0.43,0,29.83
"23100114",4.4,51.63,0.52,0,43.45,5.84,68.05,0.46,0,22.8
"23100116",4.14,69.1,2.92,0,23.84,6.08,70.25,0.48,0,19.97
"23100118",3.32,73.99,3.8,0,18.9,6.18,71.45,0.46,0,18.51
"23100120",4.82,70.78,1.62,0,20.78,6.33,71.83,0.38,0,17.72
"23100122",2.7,80.87,2.08,0,13.31,6.5,72.1,0.25,0,17.23
"23100124",3.04,83.17,0.16,0,10.42,6.68,72.8,0.23,0,16.35
"23100126",9.65,78.29,1.11,0,10.94,7.01,73.73,0.17,0,15.34
"23100128",6.7,74.01,0.09,0,14.21,6.7,74.01,0.09,0,14.21
"23100130",2.53,7.2,10.57,0,78.89,7.59,48.37,2.8,0,37.43
"23100132",8.12,51.64,2.08,0,37.64,8.94,59.08,1.13,0,26.29
"23100134",9.09,64.54,0.13,0,15.92,9.09,64.54,0.13,0,15.92
"23100136",0,2.21,15.81,0.74,81.25,4.66,23.76,3.33,1.68,65.23
"23100138",3.28,0,39.85,32.66,24.21,4.89,28.01,3.44,0.47,61.69
"23100140",2.33,0,1.07,0,96.61,4.91,28.42,2.91,0,62.23
"23100142",12.33,0,2.74,0,84.93,5.77,32.89,3.76,0,54.84
"23100144",2.83,4.4,12.33,0,78.56,6.02,34.55,3.88,0,52.92
"23100146",7.51,46.61,1.01,0,41.82,7.51,46.61,1.01,0,41.82
"23100148",8.15,0.16,3.87,61.11,26.7,4.42,23.57,1.79,8.43,61.35
"23100150",3.83,0,10.93,58.2,27.05,4,27.69,1.51,0.77,65.51
"23100152",7.41,0.93,15.74,0,75.93,3.97,29.27,1.49,0,64.73
"23100154",7.33,2.31,3.34,0,86.38,3.91,29.5,1.35,0,64.68
"23100156",6.06,9.7,0.61,0,83.64,4.7,35.82,1.34,0,57.9
"23100158",5.65,24.72,4.09,0,65.55,6.28,37.82,1.72,0,54
"23100160",8.51,50.1,0.2,0,40.88,8.51,50.1,0.2,0,40.88
"23100162",6.33,0.04,10.69,42.89,30.13,5.45,43.15,2.36,3.59,42.52
"23100164",38.71,0,41.94,19.35,0,5.4,45.66,1.88,1.31,43.24
"23100166",3.32,0,32.61,42.41,21.08,5.41,45.75,1.87,1.26,43.21
"23100168",6.85,0,37.23,34.38,17.97,5.42,47.68,1.79,0.56,42.09
"23100170",5.41,0.13,14.83,16.06,58.88,5.42,47.77,1.73,0.49,42.14
"23100172",0,0.37,0.52,0,95.07,5.42,48.87,1.43,0.14,41.75
"23100174",1.52,1.12,0.49,14.96,77.03,5.45,49.05,1.44,0.14,41.55
"23100176",0.19,2.66,9.12,2.21,77.33,5.47,49.36,1.44,0.04,41.33
"23100178",8.14,5.61,7.02,5.62,73.6,5.54,49.99,1.42,0.03,40.68
"23100180",0,1.41,9.53,14.64,74.43,5.54,50.04,1.41,0.03,40.64
"23100182",2.34,9.08,7.47,0.3,80.12,5.58,50.56,1.41,0,40.08
"23100184",3.49,8.46,4.86,0,83.17,5.63,51.4,1.34,0,39.2
"23100186",3.28,10.57,15.7,0,69.82,5.71,52.66,1.28,0,37.84
"23100188",2.96,18.22,9.91,0,68.91,5.39,55.21,1.34,0,35.22
"23100190",4.04,26.7,4.74,0,64.51,5.43,55.7,1.27,0,34.72
"23100192",1.57,64.01,2.95,0,31.46,5.4,56.19,1.16,0,34.16
"23100194",15,10,5,0,70,5.47,56.36,1.12,0,33.84
"23100196",9.63,50.53,0.88,0,38.95,5.5,55.9,1.09,0,34.21
"23100198",4.24,48.92,3.71,0,43.13,5.44,55.36,1.08,0,34.66
"23100200",2.24,73.72,0.43,0,23.38,2.73,48.74,0.45,0,47.54
"23100202",3.45,68.74,0.2,0,27.6,2.9,45.22,0.17,0,51.23
"23100204",2.22,31.73,0,0,66.05,2.83,43.57,0.18,0,52.87
"23100206",0.81,46.12,0,0,53.07,3.86,43.03,0.19,0,52.43
"23100208",1.68,38.98,0,0,59.23,4.84,42.76,0.27,0,51.54
"23100210",6.27,33.3,0,0,57.86,10.88,41.27,0,0,46.59
"23100212",14.75,47.96,0,0,37.14,14.75,47.96,0,0,37.14
"23100214",0.86,79.1,1.66,0,17.08,6.75,58.58,1.36,0,28.46
"23100216",0.46,69.31,5.91,0,23.19,6.49,59.26,1.25,0,27.5
"23100218",4.58,65.57,2.27,0,24.97,6.66,62.19,1.01,0,24.02
"23100220",1.88,68.45,0.58,0,28.22,6.52,63.3,1.01,0,22.7
"23100222",1.23,86.38,0.82,0,11.58,6.67,64.07,1.04,0,21.51
"23100224",4.62,76.74,0,0,18.06,6.84,64.21,1.06,0,20.99
"23100226",1.38,87.3,0.17,0,11.15,6.83,64.64,1.1,0,20.31
"23100228",0.59,80.32,0.66,0,17.78,7.49,63.1,1.47,0,19
"23100230",3.75,65.58,4.17,0,23.25,7.57,62.42,1.49,0,18.5
"23100232",5.35,53.21,2.36,0,31.35,7.67,62.12,1.45,0,18.33
"23100234",4.71,76.19,0.87,0,14.23,7.05,65.06,1.03,0,18.08
"23100236",4.55,68.63,2.62,0,20.83,7.03,58.33,1.08,0,18.97
"23100238",8.77,51.12,0,0,17.67,8.77,51.12,0,0,17.67
"23100240",0,0,100,0,0,2.45,17.77,1.1,0.71,71.71
"23100242",5.64,0,46.57,25.76,20.98,2.45,17.77,1.1,0.71,71.71
"23100244",3.5,0,4.88,63.43,27.31,2.46,17.8,1.02,0.67,71.8
"23100246",1.71,0,10.83,17.4,48.75,2.45,17.93,0.98,0.23,72.11
"23100248",0,0,91.46,3.66,4.88,2.74,20.66,1.06,0.1,69.72
"23100250",2.56,0,8.76,1.44,87.02,2.76,20.76,1.02,0.08,69.82
"23100252",0,0.36,24.43,1.16,44.84,2.77,20.84,1,0.08,69.73
"23100254",0,0.63,10.57,0.81,76.44,2.77,20.87,0.96,0.08,69.78
"23100258",0,0.54,3.29,0,86.03,2.81,21.25,0.91,0.07,69.43
"23100260",0,1.14,3.95,0,91.15,2.86,21.77,0.89,0.08,68.86
"23100262",0,14.29,52.38,0,33.33,2.89,22.28,0.85,0.08,68.34
"23100264",5.08,0.67,7.55,0,84,2.2,17.63,0.87,0,75.25
"23100266",0,0,3.1,0,96.9,2.19,17.87,0.83,0,75.24
"23100268",0,0,9.25,0,88.61,2.21,17.95,0.83,0,75.18
"23100270",0,0,1.46,0,91.61,2.32,19.09,0.87,0,74.39
"23100272",0,1.2,0.05,0,90.18,2.65,21.69,0.98,0,71.69
"23100274",0,4.14,0.45,0,93.13,2.83,23.18,1.05,0,70.29
"23100276",0,0,14.59,0,85.18,2.88,23.54,1.07,0,69.91
"23100278",0,2.07,3.47,0,87.16,2.91,23.81,1.05,0,69.85
"23100280",0,3.65,2.76,0,88.53,2.97,24.2,1.03,0,69.65
"23100282",0,2.56,0.85,0,94.04,0.41,4.56,0.11,0,94.41
"23100284",0,1.62,0,0,98,0.1,0.9,0.05,0,98.22
"23100286",0,3.29,0.55,0,96.16,0.17,1.02,0.09,0,98.13
"23100288",0,3.01,0,0,96.99,0.25,0.7,0,0,98.55
"23100290",0,0,0,0,98.66,0.45,0,0,0,98.8
"23100292",0.1,0,0,0,99.25,0.53,0,0,0,98.82
"23100294",1.52,0,0,0,97.81,1.52,0,0,0,97.81
"23100296",0,3.92,4.06,0,92.02,3.44,27.83,1.16,0,65.17
"23100298",0,1.96,2.42,0,95.02,3.76,30.14,1.24,0,62.29
"23100300",0,5.66,4.49,0,82.49,4.2,33.24,1.3,0,58.55
"23100302",0.37,5.41,4.82,0,80.09,4.67,38.63,1.48,0,52.38
"23100304",0,17.23,21.36,0,59.95,4.77,39.45,1.47,0,51.52
"23100306",2.02,3,1.82,0,93.17,4.9,40.69,1.47,0,50.08
"23100308",1.63,6.37,3.34,0,88.35,4.93,41.23,1.46,0,49.45
"23100310",0.15,39.62,0.85,0,58.83,5.32,42.8,1.28,0,47.01
"23100312",2.29,52.19,0.4,0,43.16,5.76,33.28,1.12,0,57.63
"23100314",5.9,52.7,0,0,40.77,5.9,33.01,1.34,0,57.86
"23100316",9.56,38.28,2.3,0,48.99,6.9,26.09,2.12,0,61.56
"23100318",7.37,19.73,0.42,0,68.41,6.7,25.16,2.1,0,62.52
"23100320",6.88,28.87,4.04,0,54.56,6.88,28.87,4.04,0,54.56
"23100322",3.21,44.24,1,0,50.63,5.67,65.18,0.8,0,27.41
"23100324",6.89,75.52,0.7,0,15.94,6.89,75.52,0.7,0,15.94
"23100326",0,8.57,17.81,0,70.58,3.3,24.91,0.83,0.12,64.44
"23100328",3.99,3.27,7.07,0,81.09,3.3,25.06,0.8,0.12,64.43
"23100330",9.05,2.53,12.89,0,62.67,3.5,27.45,0.86,0.13,62.74
"23100332",16.24,0.9,14.08,0,65.52,3.48,27.82,0.8,0.13,62.55
"23100334",4.43,0.3,6.44,3.57,80.77,3.48,27.94,0.8,0.14,62.43
"23100336",9.15,1.04,10.65,1.11,76.74,3.49,28.47,0.78,0.12,61.95
"23100338",4.4,3.85,2.61,0,75.53,3.33,26.1,0.82,0.04,61.16
"23100340",0,1.78,6.49,0,85.46,3.34,26.73,0.8,0.04,60.53
"23100342",0,1.56,10.94,0,78.91,3.67,30.45,0.8,0.05,56.45
"23100344",0,10.73,8.79,0,74.68,3.81,31.5,0.82,0.05,56.68
"23100346",0,4.93,5.22,0,61.74,3.91,32.33,0.81,0.05,56.28
"23100348",0,8.86,3.71,0,69.7,4.05,33.37,0.75,0.05,56.4
"23100350",0,4.98,2.24,0,83.11,4.1,33.69,0.74,0.05,56.29
"23100352",0.5,6.36,3.1,0,88.82,4.2,34.59,0.72,0.06,55.37
"23100354",3.23,23.23,10.32,0,63.23,4.24,37.66,0.87,0.08,51.46
"23100356",2.33,7.81,0.71,1.54,84.52,4.58,43.91,1.03,0.04,45.65
"23100358",0.6,6.8,0.11,0,88.47,3.29,41.64,1.39,0,48.25
"23100360",2.44,18.68,1.53,0,73.33,2.31,47.55,1.69,0,43.31
"23100362",4.41,57.67,1.29,0,36.03,2.87,50.47,0.93,0,39.92
"23100364",7.95,61.32,0,0,29.6,2.42,52.41,0.89,0,36.87
"23100366",6.43,78.07,0,0,14.57,1.14,53.28,1.18,0,37.17
"23100368",0,51.78,1.83,0,32.8,0,53.68,1.8,0,35.73
"23100370",0,55.97,1.72,0,39.89,0,55.97,1.72,0,39.89
"23100372",2.87,6.1,0.08,0,86.21,6.88,50.17,0.44,0,38.62
"23100374",3.58,6.25,0,0,80.34,6.99,51.41,0.45,0,37.3
"23100376",5.99,30.59,0.09,0,61.48,7.32,58.37,0.52,0,30.62
"23100378",0,91.67,8.33,0,0,7.31,60.56,1.04,0,30.97
"23100380",20.81,62.3,0,0,16.88,8.58,59.73,1.88,0,29.72
"23100382",6.99,59.39,2.13,0,31.4,6.99,59.39,2.13,0,31.4
"23100384",50,9.09,33.33,0,7.58,3.55,30.44,0.68,0.19,62.43
"23100386",10.02,2.75,6.65,6.96,73.62,3.64,31.61,0.7,0.19,61.44
"23100388",7.73,1.71,0.85,4.04,82.19,3.55,32.27,0.63,0.1,60.96
"23100390",17.24,0,5.17,0,52.59,3.6,34.49,0.66,0,58.83
"23100392",7.81,2.7,2.51,0,80.45,3.6,34.64,0.66,0,58.71
"23100394",7.1,1.22,6.46,0,82.24,3.49,35.93,0.62,0,57.65
"23100396",13.44,1.58,8.7,0,71.94,3.5,37.05,0.57,0,56.64
"23100398",5.85,1.82,1.08,0,90.55,3.89,41.26,0.63,0,52.24
"23100400",6.31,3.35,2.07,0,88.15,4.18,45.15,0.68,0,47.84
"23100402",5.15,6.26,1.66,0,86.93,4.17,47.28,0.64,0,45.65
"23100404",11.93,43.1,1.08,0,43.55,4.33,48.28,0.63,0,44.13
"23100406",27.66,30.85,0,0,41.49,4.44,44.84,0.59,0,47.13
"23100408",5.28,28.12,0.49,0,66.11,3.58,21.84,0.63,0,71.95
"23100410",1.09,14.58,0.17,0,83.92,3.56,21.76,0.66,0,71.93
"23100412",1.87,2.67,0.68,0,92.55,3.91,25.08,0.85,0,67.47
"23100414",0.65,6.49,14.93,0,77.92,4.34,31.5,0.97,0,61.63
"23100416",3.05,2.82,0,0,90.37,4.52,33.43,0.97,0,59.44
"23100418",1.72,5.18,0,0,91.6,4.74,37.77,1.06,0,55.06
"23100420",2.03,7.24,0,0,89.64,5.16,42.27,1.2,0,50.03
"23100422",7.33,5.85,0,0,86.82,5.21,46.58,1.36,0,45.38
"23100424",6.56,53.1,2.72,0,35.92,6.01,49.1,1.75,0,40.2
"23100426",5.35,44.26,0.57,0,45.38,5.35,44.26,0.57,0,45.38
"23100428",6.07,46.53,1.37,0,46.01,4.99,59.87,0.56,0,30.92
"23100430",9.84,18.73,2.22,0,69.21,4.9,60.93,0.51,0,29.74
"23100432",14.08,41.17,0.97,0,43.79,5.4,68.18,0.5,0,21.42
"23100434",7.23,50.54,0.98,0,32.05,6.05,69.19,0.52,0,19.81
"23100436",5.01,56.67,0.62,0,28.47,6,71.22,0.47,0,18.41
"23100438",7.1,75.79,0.35,0,14.24,6.42,77.81,0.49,0,13.21
"23100440",3.73,76.45,0.88,0,17.88,3.73,76.45,0.88,0,17.88
"23100442",0.48,86.73,1.21,0,11.59,2.1,58.19,1.54,0,37.3
"23100444",5.72,63.17,0.42,0,28.87,3.15,49.16,1.06,0,45.94
"23100446",2.64,55.42,3.13,0,38.81,2.29,46.67,1.25,0,49.66
"23100448",2.06,40.83,0,0,56.91,2.06,40.83,0,0,56.91
"23100450",0,0,0,0,0,2.21,0,0,26.23,55.84
"23100452",80,0,0,0,0,2.21,0,0,26.23,55.84
"23100454",41.2,0,0,33.36,18.03,2.2,0,0,26.23,55.84
"23100456",35.76,0,0,56.36,4.24,1.05,0,0,24.56,58.1
"23100458",11.12,0,0,77.42,9.32,0.55,0,0,21.31,61.06
"23100460",4.04,0,0,57.8,35.26,0.29,0,0,20.06,62.2
"23100462",20.64,0,0,48.39,18.39,0.28,0,0,19.97,62.28
"23100464",6.47,0,0,82.72,2.68,0.18,0,0,18.96,63.7
"23100466",0,0,0,81.73,12.5,0.1,0,0,20.24,64.86
"23100468",0,0,0,11.97,42.11,0.1,0,0,20.11,64.97
"23100470",0,0,0,48.37,42.33,0.11,0,0,20.27,68.32
"23100472",0,0,0,0,98.62,0.16,0,0,20.23,72.11
"23100474",0,0,0,1.22,83.44,0.18,0,0,22.88,68.54
"23100476",0,0,0,0,92.68,0.2,0,0,26.67,65.76
"23100478",0,0,0,0,78.79,0.21,0,0,26.9,65.65
"23100480",0,0,0,0,90.25,0.3,0,0,37.87,56.23
"23100482",0,0,0,29.94,70.06,0.37,0,0,39.21,54.95
"23100484",4.95,0,0,15.18,79.87,0.53,0,0,49.8,48.22
"23100486",2.74,0,0,17.12,80.14,0.51,0,0,61.6,37.39
"23100488",0,0,0,75.99,21.73,0,0,0,61.86,37.53
"23100490",0,0,0,56,42.5,0,0,0,60.62,39.07
"23100492",0,0,0,90.75,9.25,0,0,0,90.75,9.25
"23100494",3.37,9.8,16.83,0,70.01,5.84,29.28,2.17,0,62.59
"23100496",10.75,5.7,24.05,0,59.49,6.58,30.31,1.22,0,61.9
"23100498",5.33,34.45,1.18,0,59.04,5.33,34.45,1.18,0,59.04
"23100500",0.97,10.74,0.14,0,86.15,0.97,10.74,0.14,0,86.15
"23100502",5.79,48.77,0.08,0,37.19,5.79,48.77,0.08,0,37.19
"23100504",8.01,63.27,0.86,0,27.46,7.62,63.82,0.38,0,23.29
"23100506",7.92,53.43,3.33,0,24.32,7.71,63.6,0.35,0,22.34
"23100508",6.45,65.83,0.04,0,20.88,6.45,65.83,0.04,0,20.88
"23100510",3.25,69.89,3.4,0,23.45,4.51,71.29,2.06,0,21.68
"23100512",6.1,73.07,0.35,0,19.44,6.1,73.07,0.35,0,19.44
"23100514",4.07,76.02,0,0,17.19,7.48,67.95,1.01,0,18.12
"23100516",7.86,70.77,0,0,18.22,7.3,68.27,0.78,0,18.39
"23100518",9.02,71.73,2.76,0,9.34,6.91,68.3,1.04,0,17.6
"23100520",10.42,59.15,0,0,23.59,7.68,67.27,0.72,0,19.06
"23100522",11.83,65.99,0.51,0,17.16,7.45,67.93,0.79,0,18.69
"23100524",5.06,68.99,0.93,0,19.53,5.06,68.99,0.93,0,19.53
"23100526",17.33,80.67,1.33,0,0.67,1.3,71.72,0.02,0,11.63
"23100528",1.5,59.62,0,0,16.62,1.38,60.65,0,0,16.12
"23100530",0,71.6,0,0,10.87,0,71.6,0,0,10.87
"23100532",7.77,0.08,1.25,27.43,59.01,5.04,0,0.11,48.6,41.58
"23100534",0,0,50,20,30,5.04,0,0.11,48.6,41.58
"23100536",7.61,0,1.09,68.48,22.83,2.05,0,0.02,54.18,42.35
"23100538",4.93,0,0.7,74.92,18.19,1.68,0,0.02,51.86,44.82
"23100540",2.25,0,0,81.13,9.72,1.52,0,0,49.73,47.18
"23100542",0,0,0,72.81,27.18,1.51,0,0,49.42,47.56
"23100544",2.01,0,0,91.46,5.01,1.5,0,0,48.05,48.89
"23100546",1.2,0,0,65.87,32.93,1.53,0,0,46.23,50.63
"23100548",1.21,0,0,51.52,47.27,1.53,0,0,46.18,50.68
"23100550",0,0,0,23.67,72.49,1.53,0,0,46.16,50.68
"23100552",0,0,0,0,82.73,1.62,0,0,50.19,46.99
"23100554",0,0,0,15.55,71.46,1.41,0,0,54.45,42.83
"23100556",1.9,0,0,9.03,83.68,1.52,0,0,58.2,39.09
"23100558",3.27,0,0,4.64,92.1,1.52,0,0,58.65,39.33
"23100560",0,0,0,20.13,74.03,1.38,0,0,67.92,30.08
"23100562",0,0,0,38.59,58.99,1.62,0,0,73.91,23.72
"23100564",10.16,0,0,54.49,35.36,2.5,0,0,89.59,7.91
"23100566",6.15,0,0,73.46,20.38,1.36,0,0,94.43,4.2
"23100568",3.68,0,0,88.34,7.98,0.92,0,0,95.6,3.48
"23100570",0,0,0,99.33,0.67,0,0,0,99.33,0.67
"23100572",5.61,31.69,1.33,0,60.03,4.54,50.74,1.36,0,42.41
"23100574",4.18,48.14,1.7,0,44.42,3.79,47.29,1.54,0,45.96
"23100576",0,38.85,0,0,61.15,0,38.85,0,0,61.15
"23100578",1.4,49.16,0.71,0,43.64,1.69,54.35,2.51,0,36.64
"23100580",3.14,78.16,10.85,0,4.23,3.14,78.16,10.85,0,4.23
"23100582",6.81,72.04,4.12,0,17.03,6.52,50.54,1.49,0,37.2
"23100584",7.58,44.58,1.58,0,43.49,7.3,53.54,1.89,0,33.94
"23100586",2.18,54.38,8.39,0,33.82,8.03,67.48,2.86,0,19.07
"23100588",12.38,51.17,7.01,0,25.47,9.24,73.33,2.82,0,12.56
"23100590",8.54,75.28,3.74,0,9.58,8.54,75.28,3.74,0,9.58
"23100592",8.49,0,8.74,80.65,1.27,6.35,3.65,0.54,18.72,70.56
"23100594",7.59,0,2.29,82.01,6.7,6.27,3.78,0.24,16.37,73.2
"23100596",5.68,0,2.7,67.57,24.05,6.21,3.92,0.16,13.88,75.72
"23100600",0.28,0.95,0.02,1.13,82.52,2.39,4.33,0.04,0.28,82.5
"23100602",3.31,6.54,0.06,0,83.61,3.31,6.54,0.06,0,83.61
"23100604",0,3.48,1,0,95.52,0.1,3.85,0.21,0,95.48
"23100606",0,0.09,0,0,99.9,0,0.09,0,0,99.9
"23100608",4.3,46.06,1.19,0,48.44,3.07,45.82,0.61,0,50.14
"23100610",1.03,36.3,0.38,0,62.24,2.82,43.93,0.38,0,52.45
"23100612",3.02,56.68,0.85,0,39.4,3.69,50.8,0.5,0,44.32
"23100614",2.67,47.87,0,0,47.23,2.67,47.87,0,0,47.23
"23100620",0,0,0,0,93.24,0,0,0,0,93.24
"23100622",0,0,0,0,95,0,0,0,0,93.29
"23100624",0,0,0,0.31,98.37,0,0,0,0.31,98.37
"23100626",0,0,0,19.35,61.29,0,0,0,0.31,98.37
"23100628",0,0,0,0,88.46,0,0,0,0,93.12
"23100630",0,0,0,19.35,61.29,0,0,0,0.89,97.24
"23100632",0.72,0,0,7.03,87.97,0.72,0,0,7.03,87.97
"23100634",0.72,0,0,0,99.28,0.72,0,0,0,99.28
"23100640",36.59,0,0,0,63.41,3.19,0,0,0,96.81
"23100642",30.61,0,0,0,67.86,5.9,0,0,0,93.95
"23100654",0,0,0,0,99.1,0,0,0,0,99.1
"23100656",0,0,0,0,100,0,0,0,0,100
"23100660",0.86,0,0,28.59,70.01,0.86,0,0,28.59,70.01
"23100662",16.67,0,0,83.34,0,1.08,0,0,29.34,69.04
"23100664",11.11,0,0,88.89,0,1.25,0,0,30.35,67.87
"23100670",4.85,0,0,63.75,28.98,2.24,0,0,29.86,65.78
"23100672",1.72,0,0,17.03,76.17,1.55,0,0,14.56,79.03
"23100676",7.27,0,0,76.53,13.9,3.67,0,0,38.58,53.18
"23100678",11.54,0,0,88.46,0,3.92,0,0,40.2,51.46
"23100680",1.79,0,0,98.22,0,3.85,0,0,42.15,49.73
"23100682",0,0,0,0,98.76,0,0,0,0,98.76
"23100684",0,0,0,0,99.78,0,0,0,0,99.78
"23100686",11.04,0,0,88.96,0,3.77,0,0,49.85,42.7
"23100688",4.35,0,0,95.65,0,3.62,0,0,49.04,43.58
"23100690",6.57,0,0,64.36,25.53,6.57,0,0,64.36,25.53
"23100692",6.26,0,0,67.36,23.61,4.74,0,0,56.73,35.2
"23100694",3.55,0,0,50.84,41.99,3.61,0,0,48.9,43.72
"23100696",6.35,0,0,91.71,0.51,6.35,0,0,91.71,0.51
"23100698",8.48,0,0,87.28,2.58,4.4,0,0,55.19,39.38
"23100700",3.24,0,0,91.71,0.9,5.22,0,0,91.71,0.65
"23100704",5.56,30.67,0,0,63.77,5.56,30.67,0,0,63.77
"23100706",7.92,40.59,0,0,51.49,5.32,43.2,0.04,0,47.49
"23100708",0,0,0,6.12,89.88,0,0,0,2.22,96
"23100710",6.98,0,0,35.75,47.21,0.12,0,0,1.6,96.65
"23100712",5.61,0,0,0,93.67,5.61,0,0,0,93.67
"23100714",2.43,0,0,0,95.85,2.43,0,0,0,95.85
"23100716",2.72,0,0,31.53,61.52,1.99,0,0,21.56,72.11
"23100718",7.89,0,0,92.11,0,4.7,0,0,64.99,28.99
"23100720",27.87,0,0,72.14,0,3.07,0,0,34.62,58.89
"23100722",12.49,0.81,0.3,37.66,46.38,7.92,0.31,0.11,50.57,38.11
"23100724",0,0,0,0.16,96.77,0,0,0,0.03,98.73
"23100726",8.07,39.28,0,0,52.64,5.26,45.04,0.05,0,45.1
"23100728",0,0,0,0,100,0,0,0,0,100
"23100730",0,0,0,0,100,0,0,0,0,100
"23100732",5.97,0,0,51.11,36.18,1.4,0,0,12.43,83.43
"23100734",10.16,0,0,62.69,26.05,2.11,0.03,0,15.9,79.89
"23100738",13.11,0,0,74.22,8.21,3.25,0.02,0,26.38,67.67
"23100740",5.08,42.38,0,0,47.63,5.08,42.38,0,0,47.63
"23100742",0,0,0,0,99.74,0,0,0,0,99.74
"23100744",11.26,0,0,55.98,30.5,4.7,0,0,7.69,86.14
"23100746",2.31,44.32,0.15,0,53.06,4.36,46.67,0.03,0,42.67
"23100748",2.19,57.94,0.99,0,36.71,2.19,57.94,0.99,0,36.71
"23100750",9.08,68.16,0,0,22.76,4.93,48.68,0,0,37.46
"23100756",0.5,0,0,0,99.3,0.5,0,0,0,99.3
"23100758",2.17,0.09,0,0,97.04,2.17,0.09,0,0,97.04
"23100760",2.45,13.42,0.06,0,83.92,4.95,39.47,0.04,0,52.04
"23100762",10.53,0,0,0,89.47,10.53,0,0,0,89.47
"23100764",14.14,0,0,75.13,8.67,3.51,0.02,0,27.53,66.28
"23100766",0,0,0,0,100,0,0,0,0,100
"23100768",0.23,0,0,0,99.77,0.23,0,0,0,99.77
"23100770",0.54,0.39,0,0,99.07,0.54,0.39,0,0,99.07
"23100772",32.77,0,0,42.5,20.25,9.63,0,0,13.8,74.58
"23100774",0,0,0,0,99.45,0,0,0,0,99.45
"23100776",23.64,7.27,0,69.09,0,9.78,0.08,0,14.39,73.79
"23100778",4.52,0.13,0,29.6,64.64,3.21,0.09,0,21.02,74.89
"23100780",6.89,84.33,0,0,7.32,3.95,49.6,0,0,36.38
"23100782",14.29,42.86,0,0,42.86,14.29,42.86,0,0,42.86
"23100784",3.33,42.48,0,0,42.33,3.33,42.48,0,0,42.33
"23100786",0,0,0,0,99.53,0,0,0,0,99.53
"23100788",0,0,0,0,100,0,0,0,0,100
"23100792",5.75,29.39,0,0,46.27,5.75,29.39,0,0,46.27
"23100794",0,0,0,0,100,0,0,0,0,100
"23100796",1.22,4.87,0,0,93.89,1.22,4.87,0,0,93.89
"23100798",5.29,2.88,4.33,87.5,0,9.61,0.19,0.17,17.23,70.92
"23100800",0,0,0,100,0,9.45,0.18,0.17,18.55,69.79
"23100802",0,0,0,0,98.58,0,0,0,0,98.58
"23100804",0,0,0,0,98.19,0,0,0,0,98.19
"23100806",8.39,24.62,0,0,66.99,8.39,24.62,0,0,66.99
"23100808",0,0,0,0,90.75,0,0,0,0,90.75
"23100810",0,0,0,19.13,80.86,0,0,0,0.61,99.15
"23100812",0,0,0,0,98.09,0,0,0,0,98.31
"23100814",0,0,0,0,99.78,0,0,0,0,99.78
"23100816",0,0,0,0,100,0,0,0,0,100
"23100818",3.23,48.7,7.89,0,29.68,3.23,48.7,7.89,0,29.68
"23100820",0,0,0,0,98.99,0,0,0,0,98.99
"23100822",0,0,0,52.56,47.44,0,0,0,2.15,96.92
"23100824",5.42,25.84,5.96,0,38.49,5.42,25.84,5.96,0,38.49
"23100826",2.06,53.44,0,0,34.02,4.91,34.85,0,0,43.49
"23100828",0,0,0,0.03,99.66,0,0,0,0.03,99.66
"23100830",1.07,0,0,21.62,75.02,1.66,0.06,0,3.13,94.33
"23100832",3.65,0,0,0.12,93.61,1.71,0.13,0,0.05,97.06
"23100834",0.57,80.11,0.38,0,17.78,4.62,36.69,2.13,0,38.91
"23100836",0,0,0,0,98.52,0,0,0,0,98.52
"23100840",6.73,34.36,0,0,58.91,6.73,34.36,0,0,58.91
"23100842",4.18,45.52,0,0,50.3,4.18,45.52,0,0,50.3
"23100844",5.09,59.11,1.72,0,21.03,5.29,62.15,1.45,0,18.33
"23100846",0.23,0,0,0,99.77,0.23,0,0,0,99.77
"23100848",1.96,0.13,0,5.31,87.75,1.22,0.09,0,1.15,95.91
"23100850",0.3,0,0,0,99.7,0.3,0,0,0,99.7
"23100852",54.34,0,0,45.59,0,54.34,0,0,45.59,0
"23100854",9.57,0,0,67.18,15.12,4.18,0.04,0,25.88,65.62
"23100856",23.81,0,0,52.38,14.29,1.24,0.09,0,1.2,95.83
"23100858",0,0,0,33.33,50,4.09,0,0,29.4,60.91
"23100860",5.79,0,0,63.19,22.52,2.06,0.07,0,9.66,85.45
"23100862",0,0,0,0,99.54,0,0,0,0,99.54
"23100866",6.29,0,0,9.82,80.68,0.68,0,0,2.98,95.16
"23100868",11.41,0,0,56.16,32.42,1.81,0.06,0,3.94,93.38
"23100870",0,0,0,0,100,0,0,0,0,100
"23100872",9.71,44.44,0.21,0,45.64,9.71,44.44,0.21,0,45.64
"23100874",0,0.4,0,0,99.31,0,0.4,0,0,99.31
"23100876",6.25,27.68,0,0,66.07,6.25,27.68,0,0,66.07
"23100878",0,0,0,0,100,0,0,0,0,100
"23100880",0,0,0,0,99.15,0,0,0,0,99.15
"23100882",0,0,0,0,100,0,0,0,0,100
"23100888",0,0,0,0,99.63,0,0,0,0,99.63
"23100892",6.29,23.96,2.86,0,42.59,6.29,23.96,2.86,0,42.59
